city,state,lat,lng
Los Lunas,NM,34.8115,-106.7803
Lima,OH,40.7410,-84.1121
Decatur,AL,34.5730,-86.9906
Rocklin,CA,38.8075,-121.2488
Rogers,AR,36.3172,-94.1526
Castle Rock,CO,39.3763,-104.8535
Hanover,PA,39.8117,-76.9835
Bossier City,LA,32.5227,-93.6666
Dubuque,IA,42.5008,-90.7067
Rockville,MD,39.0834,-77.1552
Victoria,TX,28.8285,-96.9850
Saratoga Springs,NY,43.0674,-73.7775
Guaynabo,PR,18.3839,-66.1134
Gaithersburg,MD,39.1346,-77.2132
Union City,NJ,40.7674,-74.0323
Ames,IA,42.0259,-93.6215
West Des Moines,IA,41.5522,-93.7805
South San Francisco,CA,37.6536,-122.4197
Yorba Linda,CA,33.8890,-117.7714
Casper,WY,42.8420,-106.3207
Palatine,IL,42.1181,-88.0430
Corvallis,OR,44.5697,-123.2780
Ankeny,IA,41.7285,-93.6033
Mount Vernon,NY,40.9136,-73.8291
Rowlett,TX,32.9157,-96.5488
Lakeville,MN,44.6774,-93.2520
Alpharetta,GA,34.0704,-84.2739
Longview,WA,46.1461,-122.9629
DeKalb,IL,41.9313,-88.7482
Petaluma,CA,38.2423,-122.6267
Redondo Beach,CA,33.8574,-118.3766
Tamarac,FL,26.2056,-80.2542
Laguna Niguel,CA,33.5275,-117.7050
Eagan,MN,44.8169,-93.1638
Kenner,LA,30.0109,-90.2549
Bay City,MI,43.5903,-83.8886
North Little Rock,AR,34.7808,-92.2371
Sammamish,WA,47.6017,-122.0416
Shawnee,KS,39.0158,-94.8076
Jupiter,FL,26.9199,-80.1128
Doral,FL,25.8151,-80.3565
Florence-Graham,CA,33.9682,-118.2447
Carbondale,IL,37.7221,-89.2238
Blaine,MN,45.1696,-93.2077
Weirton,WV,40.4060,-80.5671
Tulare,CA,36.1996,-119.3400
Wellington,FL,26.6461,-80.2699
Pflugerville,TX,30.4520,-97.6022
Palo Alto,CA,37.3913,-122.1468
Schenectady,NY,42.8025,-73.9276
Great Falls,MT,47.5022,-111.2995
Michigan City,IN,41.7099,-86.8705
Bayonne,NJ,40.6661,-74.1141
Eden Prairie,MN,44.8488,-93.4595
Port Orange,FL,29.1084,-81.0137
Dublin,CA,37.7161,-121.8963
Grand Forks,ND,47.9218,-97.0886
Noblesville,IN,40.0354,-86.0042
San Clemente,CA,33.4498,-117.6103
Brentwood,CA,37.9355,-121.7191
Carmichael,CA,38.6337,-121.3230
East Orange,NJ,40.7651,-74.2117
Eastvale,CA,33.9617,-117.5802
Chapel Hill,NC,35.9270,-79.0391
Rocky Mount,NC,35.9676,-77.8048
Haverhill,MA,42.7838,-71.0871
Beloit,WI,42.5230,-89.0184
Glens Falls,NY,43.3109,-73.6459
Brentwood,NY,40.7839,-73.2522
Fairbanks,AK,64.8353,-147.6534
Springfield,OR,44.0538,-122.9810
Bethesda,MD,38.9866,-77.1188
Johnstown,PA,40.3258,-78.9193
Dundalk,MD,39.2703,-76.4942
Castro Valley,CA,37.7091,-122.0631
Coon Rapids,MN,45.1755,-93.3095
Elmira,NY,42.0938,-76.8097
Mankato,MN,44.1712,-93.9773
Albany,OR,44.6274,-123.0966
North Miami,FL,25.9007,-80.1686
Encinitas,CA,33.0490,-117.2613
Skokie,IL,42.0359,-87.7400
Leander,TX,30.5728,-97.8618
Parkersburg,WV,39.2624,-81.5420
Waltham,MA,42.3889,-71.2423
Port Charlotte,FL,26.9918,-82.1140
Palm Harbor,FL,28.0847,-82.7481
San Luis Obispo,CA,35.2669,-120.6691
Sebring,FL,27.4770,-81.4530
Council Bluffs,IA,41.2369,-95.8517
Hamilton,OH,39.3938,-84.5653
Moore,OK,35.3293,-97.4758
Pico Rivera,CA,33.9902,-118.0888
Casa Grande,AZ,32.9068,-111.7624
Monessen,PA,40.1519,-79.8828
Montebello,CA,34.0155,-118.1108
Rome,GA,34.2661,-85.1862
The Hammocks,FL,25.6700,-80.4483
Millcreek,UT,40.6892,-111.8291
Sanford,FL,28.7893,-81.2760
National City,CA,32.6654,-117.0983
Mayaguez,PR,18.2003,-67.1397
Burnsville,MN,44.7648,-93.2795
Coconut Creek,FL,26.2803,-80.1842
Morristown,TN,36.2046,-83.3006
Reston,VA,38.9497,-77.3461
Lakewood,WA,47.1628,-122.5299
Spring,TX,30.0613,-95.3830
Gadsden,AL,34.0090,-86.0156
Taylor,MI,42.2260,-83.2688
Novi,MI,42.4786,-83.4893
Marietta,GA,33.9533,-84.5422
Hot Springs,AR,34.4892,-93.0501
Woodland,CA,38.6712,-121.7500
Fountainebleau,FL,25.7723,-80.3458
La Habra,CA,33.9278,-117.9513
Malden,MA,42.4305,-71.0576
South Whittier,CA,33.9336,-118.0311
Commerce City,CO,39.8642,-104.8434
South Hill,WA,47.1203,-122.2848
Bristol,CT,41.6812,-72.9407
Columbus,IN,39.2093,-85.9183
West Allis,WI,43.0068,-88.0296
Taylorsville,UT,40.6570,-111.9493
Bangor,ME,44.8322,-68.7906
Monterey Park,CA,34.0497,-118.1326
Greenwood,IN,39.6019,-86.1073
Bartlett,TN,35.2337,-89.8195
Bradenton,FL,27.4900,-82.5739
Pontiac,MI,42.6493,-83.2878
Staunton,VA,38.1593,-79.0611
Meriden,CT,41.5367,-72.7944
Gardena,CA,33.8944,-118.3073
Apex,NC,35.7239,-78.8728
Royal Oak,MI,42.5084,-83.1539
Cupertino,CA,37.3168,-122.0465
La Mesa,CA,32.7703,-117.0204
Benton Harbor,MI,42.1159,-86.4488
St. Clair Shores,MI,42.4921,-82.8957
Des Plaines,IL,42.0345,-87.9009
Lewiston,ME,44.0915,-70.1681
Margate,FL,26.2466,-80.2119
Midland,MI,43.6241,-84.2319
Carson City,NV,39.1512,-119.7474
Bowie,MD,38.9569,-76.7409
Middletown,NY,41.4459,-74.4236
Caldwell,ID,43.6453,-116.6591
San Rafael,CA,37.9905,-122.5222
Richland,WA,46.2824,-119.2938
St. Peters,MO,38.7824,-90.6061
Wesley Chapel,FL,28.2106,-82.3238
Hendersonville,TN,36.3063,-86.5998
White Plains,NY,41.0220,-73.7549
Huntersville,NC,35.4058,-80.8727
Santee,CA,32.8554,-116.9851
Jefferson City,MO,38.5676,-92.1759
Beckley,WV,37.7878,-81.1841
Arcadia,CA,34.1342,-118.0373
Titusville,FL,28.5727,-80.8193
Cartersville,GA,34.1639,-84.8007
Walla Walla,WA,46.0670,-118.3366
Orland Park,IL,41.6074,-87.8619
Towson,MD,39.3944,-76.6190
Weymouth,MA,42.1984,-70.9466
Parker,CO,39.5084,-104.7753
Palm Beach Gardens,FL,26.8466,-80.1679
Bozeman,MT,45.6832,-111.0552
East Stroudsburg,PA,41.0023,-75.1779
Huntington Park,CA,33.9800,-118.2167
Taunton,MA,41.9036,-71.0943
Midwest City,OK,35.4630,-97.3709
Medford,MA,42.4234,-71.1087
Goldsboro,NC,35.3778,-77.9720
Euless,TX,32.8508,-97.0799
Manhattan,KS,39.1886,-96.6046
Shoreline,WA,47.7564,-122.3426
Lake Havasu City,AZ,34.5006,-114.3113
Smyrna,GA,33.8633,-84.5168
Cape Girardeau,MO,37.3108,-89.5597
Tamiami,FL,25.7556,-80.4016
Kendale Lakes,FL,25.7081,-80.4078
Grants Pass,OR,42.4333,-123.3317
Blue Springs,MO,39.0124,-94.2721
Southaven,MS,34.9514,-89.9787
Tinley Park,IL,41.5670,-87.8050
Diamond Bar,CA,33.9991,-117.8161
Pittsfield,MA,42.4517,-73.2605
Eagle Pass,TX,28.7125,-100.4840
New Brunswick,NJ,40.4870,-74.4450
Lenexa,KS,38.9609,-94.8018
Hazleton,PA,40.9504,-75.9724
Twin Falls,ID,42.5645,-114.4615
Brookhaven,GA,33.8744,-84.3314
Novato,CA,38.0920,-122.5576
Tigard,OR,45.4237,-122.7845
Highland,CA,34.1113,-117.1654
Fountain Valley,CA,33.7105,-117.9514
Dearborn Heights,MI,42.3164,-83.2769
Grapevine,TX,32.9343,-97.0744
Fond du Lac,WI,43.7718,-88.4396
Hacienda Heights,CA,33.9970,-117.9728
Ithaca,NY,42.4442,-76.5032
Apple Valley,MN,44.7457,-93.2006
Chicopee,MA,42.1764,-72.5719
Oak Lawn,IL,41.7139,-87.7528
Cathedral City,CA,33.8363,-116.4642
Delano,CA,35.7670,-119.2637
Bentonville,AR,36.3546,-94.2306
Stonecrest,GA,33.6842,-84.1372
Kettering,OH,39.6957,-84.1495
Colton,CA,34.0538,-117.3254
Kingston,NY,41.9295,-73.9968
West Haven,CT,41.2739,-72.9672
St. Cloud,FL,28.2294,-81.2829
Normal,IL,40.5218,-88.9881
Berwyn,IL,41.8433,-87.7909
Milford,CT,41.2256,-73.0616
Aloha,OR,45.4920,-122.8726
Arroyo Grande,CA,35.1241,-120.5845
Minnetonka,MN,44.9322,-93.4598
Rosemead,CA,34.0689,-118.0823
Paramount,CA,33.8976,-118.1652
Yucaipa,CA,34.0336,-117.0429
Brunswick,GA,31.1450,-81.4740
Williamsport,PA,41.2398,-77.0371
Elyria,OH,41.3761,-82.1063
Leesburg,VA,39.1058,-77.5544
Mount Prospect,IL,42.0641,-87.9375
Pinellas Park,FL,27.8589,-82.7078
Bellevue,NE,41.1535,-95.9357
West Sacramento,CA,38.5557,-121.5504
Apopka,FL,28.7014,-81.5304
Lewiston,ID,46.3934,-116.9934
Grand Island,NE,40.9214,-98.3584
Palm Desert,CA,33.7378,-116.3695
Milford city ,CT,41.2256,-73.0625
Watertown,NY,43.9734,-75.9094
Little Elm,TX,33.1856,-96.9290
Chambersburg,PA,39.9315,-77.6556
Revere,MA,42.4192,-71.0036
Peabody,MA,42.5335,-70.9724
Wylie,TX,33.0362,-96.5161
Beaufort,SC,32.4597,-80.7235
Aspen Hill,MD,39.0928,-77.0823
DeSoto,TX,32.5992,-96.8633
Helena,MT,46.5965,-112.0202
Edina,MN,44.8914,-93.3602
Wheaton,IL,41.8561,-88.1083
West New York,NJ,40.7856,-74.0093
Hoboken,NJ,40.7453,-74.0279
Lacey,WA,47.0460,-122.7934
Summerville,SC,33.0015,-80.1799
Oak Park,IL,41.8872,-87.7899
Maricopa,AZ,33.0404,-112.0006
Lompoc,CA,34.6618,-120.4714
Kentwood,MI,42.8852,-85.5925
Levittown,PA,40.1537,-74.8530
Sierra Vista,AZ,31.5630,-110.3153
Levittown,NY,40.7241,-73.5125
Madison,AL,34.7114,-86.7626
Smyrna,TN,35.9722,-86.5253
Glendora,CA,34.1449,-117.8468
Burien,WA,47.4762,-122.3394
Perth Amboy,NJ,40.5203,-74.2724
Herriman,UT,40.4899,-112.0171
Farmington,NM,36.7555,-108.1823
New Bern,NC,35.0955,-77.0723
Placentia,CA,33.8807,-117.8553
Hinesville,GA,31.8247,-81.6135
Beaumont,CA,33.9076,-116.9766
Collierville,TN,35.0471,-89.6988
West Lafayette,IN,40.4432,-86.9239
Florissant,MO,38.7996,-90.3269
Hoffman Estates,IL,42.0639,-88.1468
Queen Creek,AZ,33.2386,-111.6343
Aliso Viejo,CA,33.5792,-117.7289
Kannapolis,NC,35.4764,-80.6403
Methuen Town,MA,42.7340,-71.1889
Sahuarita,AZ,31.9323,-110.9654
Traverse City,MI,44.7547,-85.6035
Severn,MD,39.1355,-76.6958
Catalina Foothills,AZ,32.3041,-110.8835
Galveston,TX,29.2487,-94.8910
Country Club,FL,25.9407,-80.3102
Cookeville,TN,36.1484,-85.5114
Mishawaka,IN,41.6736,-86.1669
Rowland Heights,CA,33.9716,-117.8911
Plainfield,NJ,40.6154,-74.4157
Bullhead City,AZ,35.1205,-114.5460
Stillwater,OK,36.1316,-97.0740
Forney,TX,32.7440,-96.4529
Wheaton,MD,39.0492,-77.0572
Azusa,CA,34.1386,-117.9124
North Bethesda,MD,39.0393,-77.1191
Cerritos,CA,33.8677,-118.0686
Ashburn,VA,39.0300,-77.4711
